,names,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,cluster_vals
6530,@Prosto_Uni21,0,0,0,1,0,0,0,0,0,0,6
6532,@event86ru,1,0,0,0,0,0,0,0,0,0,2
6533,@tose5edesyatoe,0,1,0,0,0,0,0,0,0,0,0
6534,@pryanikotboga,0,1,0,0,0,0,0,0,0,0,0
6535,@vitalkondratevw,0,1,0,0,0,0,0,0,0,0,0
6536,@logika_consort,0,0,0,1,0,0,0,0,0,0,6
6537,@FoxArsen,0,1,0,0,0,0,0,0,0,0,0
6541,@alinoidy,0,0,0,1,0,0,0,0,0,0,6
6544,@nikitkabanditka,1,0,0,0,0,0,0,0,0,0,2
6546,@afanasyev__oleg,0,0,0,0,0,0,0,0,1,0,8
6547,@DmitryMaksurov,0,1,0,0,0,0,0,0,0,0,0
6548,@russianireland,0,1,0,0,0,0,0,0,0,0,0
6550,@selamoreurself,1,0,0,0,0,0,0,0,0,0,2
6551,@crimea4u,0,1,0,0,0,0,0,0,0,0,0
6552,@bellaaaaa011,0,0,0,0,0,1,0,0,0,0,4
6553,@WhtDoUTh1nk,1,0,0,0,0,0,0,0,0,0,2
6554,@molodoyhussein,0,1,0,0,0,0,0,0,0,0,0
6555,@lyutkoff,0,1,0,0,0,0,0,0,0,0,0
6556,@murfurr,0,0,0,0,0,1,0,0,0,0,4
6558,@doffrem,0,1,0,0,0,0,0,0,0,0,0
6562,@krainukovalex2,0,1,0,0,0,0,0,0,0,0,0
6563,@PsYakushkina,1,0,0,0,0,0,0,0,0,0,2
6564,@mir_trud_tlen,0,0,0,0,0,0,1,0,0,0,7
6566,@Bugulgazeta,0,0,0,1,0,0,0,0,0,0,6
6567,@nacaiko_,0,1,0,0,0,0,0,0,0,0,0
6569,@Asikava,0,0,0,0,1,0,0,0,0,0,1
6570,@Igor_NKR,0,0,1,0,0,0,0,0,0,0,3
6571,@Batu_tsetseg,0,1,0,0,0,0,0,0,0,0,0
6572,@madonna8888,0,0,1,0,0,0,0,0,0,0,3
6573,@neolenta,0,1,0,0,0,0,0,0,0,0,0
6575,@sport10rover,0,0,0,0,1,0,0,0,0,0,1
6576,@aal1285,0,0,1,0,0,0,0,0,0,0,3
6579,@nash_reporter,0,0,0,0,0,0,0,1,0,0,5
6580,@mortonplazmer,1,0,0,0,0,0,0,0,0,0,2
6584,@jjartbook,1,0,0,0,0,0,0,0,0,0,2
6587,@n0JMXzSIrZ0vCfX,0,0,0,0,1,0,0,0,0,0,1
6588,@f9ftr3Btb5nRS9p,1,0,0,0,0,0,0,0,0,0,2
6589,@damnbeej,1,0,0,0,0,0,0,0,0,0,2
6590,@Homachok,0,1,0,0,0,0,0,0,0,0,0
6591,@pautinalevtina,1,0,0,0,0,0,0,0,0,0,2
6592,@interpol_smi,0,0,0,0,0,1,0,0,0,0,4
6594,@Gadaniyaportal,0,0,0,1,0,0,0,0,0,0,6
6595,@ck_fiesta,0,0,0,0,0,0,0,1,0,0,5
6598,@blinkarantin,0,1,0,0,0,0,0,0,0,0,0
6599,@HTregubov,0,1,0,0,0,0,0,0,0,0,0
6600,@SpbCrazy,0,1,0,0,0,0,0,0,0,0,0
6601,@igor_shchurov,1,0,0,0,0,0,0,0,0,0,2
6603,@55opt,0,1,0,0,0,0,0,0,0,0,0
6604,@mrachnymir,0,1,0,0,0,0,0,0,0,0,0
6605,@BrepumD,0,0,0,0,0,1,0,0,0,0,4
6606,@k1ck,0,1,0,0,0,0,0,0,0,0,0
6608,@covid2019deads,0,1,0,0,0,0,0,0,0,0,0
6610,@onebigunknown,0,0,0,0,0,1,0,0,0,0,4
6612,@baadwrk,1,0,0,0,0,0,0,0,0,0,2
6613,@VasiliySadonin,0,0,0,1,0,0,0,0,0,0,6
6615,@dyadyastyoba,1,0,0,0,0,0,0,0,0,0,2
6616,@BorzoovAV,0,0,1,0,0,0,0,0,0,0,3
6617,@Temp0raryPers0n,0,0,0,1,0,0,0,0,0,0,6
6618,@pravo18ru,0,0,0,0,0,1,0,0,0,0,4
6619,@ibatullina_xen,0,1,0,0,0,0,0,0,0,0,0
6620,@frosyingeborgen,1,0,0,0,0,0,0,0,0,0,2
6621,@GlagolM,0,0,1,0,0,0,0,0,0,0,3
6622,@mdegrante,0,1,0,0,0,0,0,0,0,0,0
6623,@Invak_Info,0,0,0,0,0,1,0,0,0,0,4
6624,@EgS7l1ahuneTn9r,1,0,0,0,0,0,0,0,0,0,2
6625,@Anuhorol,0,0,0,0,0,0,0,1,0,0,5
6626,@moslift,0,1,0,0,0,0,0,0,0,0,0
6628,@WergArik,0,1,0,0,0,0,0,0,0,0,0
6630,@zakup_com_ua,0,0,0,1,0,0,0,0,0,0,6
6631,@Artur_Jaan,0,0,1,0,0,0,0,0,0,0,3
6632,@Zm92932252,0,0,0,0,0,0,0,0,0,1,9
6633,@tovarish_sukhov,1,0,0,0,0,0,0,0,0,0,2
6634,@vsvete3,1,0,0,0,0,0,0,0,0,0,2
6635,@kanzlerin_grchk,1,0,0,0,0,0,0,0,0,0,2
6636,@shatallova,0,0,0,0,0,1,0,0,0,0,4
6637,@AdamRubin400,1,0,0,0,0,0,0,0,0,0,2
6639,@MrKoaty,1,0,0,0,0,0,0,0,0,0,2
6640,@Nana3_98,0,0,1,0,0,0,0,0,0,0,3
6642,@koloken,0,0,1,0,0,0,0,0,0,0,3
6643,@Vulpix002,0,1,0,0,0,0,0,0,0,0,0
6644,@bitch_from_kr,0,0,1,0,0,0,0,0,0,0,3
6645,@singularisinfo,1,0,0,0,0,0,0,0,0,0,2
6647,@ritual24_moscow,0,0,0,0,0,0,1,0,0,0,7
6648,@sd1DEvXQWGzdKUc,0,0,1,0,0,0,0,0,0,0,3
6649,@cctthhuullhhuu,0,0,1,0,0,0,0,0,0,0,3
6651,@Voldemar_Fox,1,0,0,0,0,0,0,0,0,0,2
6654,@zavalny2,1,0,0,0,0,0,0,0,0,0,2
6656,@Spainru_com,0,0,0,0,0,0,0,0,1,0,8
6657,@Mordovtsev,0,1,0,0,0,0,0,0,0,0,0
6660,@Prickly71,0,1,0,0,0,0,0,0,0,0,0
6661,@VJaROO7i6LeSV86,0,0,0,0,0,0,0,0,0,1,9
6663,@GolubevRF,1,0,0,0,0,0,0,0,0,0,2
6664,@Activdolgolet,1,0,0,0,0,0,0,0,0,0,2
6665,@_AlieDi_,0,0,0,0,0,0,0,0,1,0,8
6669,@vadim_nkj,0,1,0,0,0,0,0,0,0,0,0
6670,@kaeniyatill,1,0,0,0,0,0,0,0,0,0,2
6671,@dorian_deep,0,1,0,0,0,0,0,0,0,0,0
6672,@z1m4qbgObLzuse1,0,1,0,0,0,0,0,0,0,0,0
6673,@ionoshere,0,1,0,0,0,0,0,0,0,0,0
6674,@otkaznik,1,0,0,0,0,0,0,0,0,0,2
6675,@spbteatr_ru,0,1,0,0,0,0,0,0,0,0,0
6677,@rosakademobr,0,0,0,0,0,0,1,0,0,0,7
6680,@fram_gang,0,0,0,0,0,1,0,0,0,0,4
6681,@Tsetseg01,0,1,0,0,0,0,0,0,0,0,0
6682,@ktoetotchelovek,1,0,0,0,0,0,0,0,0,0,2
6684,@dveritoh,0,0,0,1,0,0,0,0,0,0,6
6685,@JonniMain,0,0,0,0,1,0,0,0,0,0,1
6688,@crtk2017,0,1,0,0,0,0,0,0,0,0,0
6689,@repressionism,0,0,0,1,0,0,0,0,0,0,6
6691,@NovostiElabuga,0,0,0,0,1,0,0,0,0,0,1
6695,@KatrinMOSKVA,0,0,0,0,1,0,0,0,0,0,1
6697,@silvio7776,0,1,0,0,0,0,0,0,0,0,0
6698,@viktorwws,0,1,0,0,0,0,0,0,0,0,0
6699,@bocharik,0,0,1,0,0,0,0,0,0,0,3
6700,@HappyPenguin777,0,0,0,0,0,0,1,0,0,0,7
6701,@ShvabeRus,1,0,0,0,0,0,0,0,0,0,2
6702,@strahovki_kh_ua,0,0,1,0,0,0,0,0,0,0,3
6703,@zhepka1,0,0,1,0,0,0,0,0,0,0,3
6704,@dcarlos_ny,0,0,0,1,0,0,0,0,0,0,6
6705,@matvievsky,0,1,0,0,0,0,0,0,0,0,0
6706,@archivrus,0,1,0,0,0,0,0,0,0,0,0
6708,@gerasinoleg,0,0,1,0,0,0,0,0,0,0,3
6711,@alex1221d,0,0,1,0,0,0,0,0,0,0,3
6714,@SalonEliza,1,0,0,0,0,0,0,0,0,0,2
6716,@Zaharova,0,0,0,0,0,1,0,0,0,0,4
6718,@akuznaz,0,0,1,0,0,0,0,0,0,0,3
6719,@worktelegram,0,0,0,0,0,0,1,0,0,0,7
6720,@sasjaradz,1,0,0,0,0,0,0,0,0,0,2
6721,@lupero69,0,0,0,0,0,0,0,0,0,1,9
6722,@Lugays,0,1,0,0,0,0,0,0,0,0,0
6723,@like_post,0,0,0,0,0,1,0,0,0,0,4
6724,@2beskone4nosti,1,0,0,0,0,0,0,0,0,0,2
6725,@s_game_play,0,0,0,0,0,1,0,0,0,0,4
6726,@56_Aleh,0,0,1,0,0,0,0,0,0,0,3
6727,@sibPutnik,0,1,0,0,0,0,0,0,0,0,0
6728,@anmkrvch,0,1,0,0,0,0,0,0,0,0,0
6730,@eegiii_x,0,1,0,0,0,0,0,0,0,0,0
6731,@CoolCherry9,1,0,0,0,0,0,0,0,0,0,2
6732,@HegewischNiels,1,0,0,0,0,0,0,0,0,0,2
6735,@1AngelsTeam,0,0,0,1,0,0,0,0,0,0,6
6737,@luisa_pirogova,0,0,0,0,1,0,0,0,0,0,1
6738,@sergbibik1,1,0,0,0,0,0,0,0,0,0,2
6742,@artofur,0,1,0,0,0,0,0,0,0,0,0
6743,@3WQ9kGc2PmY8xSc,0,0,0,0,0,0,1,0,0,0,7
6744,@guaranty76,0,1,0,0,0,0,0,0,0,0,0
6745,@zadumov,0,0,0,0,1,0,0,0,0,0,1
6746,@ARBarseghyan,0,0,0,0,1,0,0,0,0,0,1
6747,@Gs7Industry,0,1,0,0,0,0,0,0,0,0,0
6748,@TimurMalik15,0,0,1,0,0,0,0,0,0,0,3
6749,@romanvassilenko,0,1,0,0,0,0,0,0,0,0,0
6750,@_Demid_Roll_,1,0,0,0,0,0,0,0,0,0,2
6751,@IceFinExpert1,0,0,1,0,0,0,0,0,0,0,3
6755,@AndreyChursin,1,0,0,0,0,0,0,0,0,0,2
6758,@aleks_nagia,0,0,0,0,1,0,0,0,0,0,1
6759,@Ekat2023,0,0,0,1,0,0,0,0,0,0,6
6760,@txt_ura,1,0,0,0,0,0,0,0,0,0,2
6761,@TBXL0zMQCPUeqpn,0,1,0,0,0,0,0,0,0,0,0
6762,@danfed2020,0,0,0,1,0,0,0,0,0,0,6
6764,@anna_dragn,0,0,0,0,1,0,0,0,0,0,1
6765,@Anivabest,0,0,1,0,0,0,0,0,0,0,3
6766,@Lola_MC_Lola,0,1,0,0,0,0,0,0,0,0,0
6767,@minchanin,0,0,1,0,0,0,0,0,0,0,3
6768,@SeoPitcher,0,0,0,1,0,0,0,0,0,0,6
6770,@siipiuricco,1,0,0,0,0,0,0,0,0,0,2
6771,@Art1917G,0,0,0,1,0,0,0,0,0,0,6
6772,@darky82236046,1,0,0,0,0,0,0,0,0,0,2
6774,@pmudrov,1,0,0,0,0,0,0,0,0,0,2
6777,@DimedrollStar,0,0,0,0,1,0,0,0,0,0,1
6779,@t5AeGtlOv1IJaHb,1,0,0,0,0,0,0,0,0,0,2
6780,@Nftalia,0,0,0,0,0,0,0,1,0,0,5
6781,@marina_z38,0,0,0,0,0,0,0,0,1,0,8
6782,@LeksaDragotsie,0,1,0,0,0,0,0,0,0,0,0
6783,@armaz_stroy,0,0,0,1,0,0,0,0,0,0,6
6788,@rodinaolga_,0,1,0,0,0,0,0,0,0,0,0
6789,@24infru,0,0,0,0,1,0,0,0,0,0,1
6791,@cthtuf54,0,0,0,1,0,0,0,0,0,0,6
6792,@DolovVladimir,0,0,0,0,1,0,0,0,0,0,1
6794,@1967artu11,0,1,0,0,0,0,0,0,0,0,0
6800,@ReginaTolstobr1,0,0,0,1,0,0,0,0,0,0,6
6801,@___Darya,0,1,0,0,0,0,0,0,0,0,0
6804,@KhrupovMikhail,0,0,0,1,0,0,0,0,0,0,6
6805,@careerist_ru,1,0,0,0,0,0,0,0,0,0,2
6806,@RSF_ru,0,1,0,0,0,0,0,0,0,0,0
6807,@_542119590166,1,0,0,0,0,0,0,0,0,0,2
6808,@carrot_23,0,1,0,0,0,0,0,0,0,0,0
6809,@sonofbatya,1,0,0,0,0,0,0,0,0,0,2
6810,@VashAromat,1,0,0,0,0,0,0,0,0,0,2
6811,@kamalieff,0,0,1,0,0,0,0,0,0,0,3
6812,@ise7845,0,0,0,0,1,0,0,0,0,0,1
6813,@CreditPower_ru,0,0,1,0,0,0,0,0,0,0,3
6814,@svetlana3377,0,1,0,0,0,0,0,0,0,0,0
6816,@ledyanayavoda,0,0,0,0,0,0,1,0,0,0,7
6818,@pyp1rk,0,0,0,0,0,1,0,0,0,0,4
6819,@bodryachog,0,1,0,0,0,0,0,0,0,0,0
6821,@hy_zrada,0,0,0,1,0,0,0,0,0,0,6
6823,@Djkjlz41,0,0,0,0,1,0,0,0,0,0,1
6825,@anton_shpag,0,0,0,0,0,0,0,0,1,0,8
6826,@PieDina007,0,1,0,0,0,0,0,0,0,0,0
6827,@7vYD8oD9bfymqdY,1,0,0,0,0,0,0,0,0,0,2
6831,@borneoturtIe,1,0,0,0,0,0,0,0,0,0,2
6833,@ustinoffp,0,0,0,0,0,0,0,0,0,1,9
6835,@Avtodevelopment,0,0,0,0,1,0,0,0,0,0,1
6837,@RADUGA_NAHUI,0,0,1,0,0,0,0,0,0,0,3
6838,@Mi_Remalka,0,0,0,1,0,0,0,0,0,0,6
6839,@live_666_evil,0,1,0,0,0,0,0,0,0,0,0
6840,@o_zanozina,0,1,0,0,0,0,0,0,0,0,0
6841,@NardentRU,0,0,0,0,1,0,0,0,0,0,1
6842,@Maxxxgordov,0,0,0,0,0,1,0,0,0,0,4
6844,@PKKARMYA,0,1,0,0,0,0,0,0,0,0,0
6845,@Yourmamka7,0,1,0,0,0,0,0,0,0,0,0
6846,@tHpnowCsd6ogEEi,0,0,0,0,0,0,0,0,0,1,9
6847,@Jane64671,0,0,1,0,0,0,0,0,0,0,3
6849,@not_a_stranger_,0,0,1,0,0,0,0,0,0,0,3
6850,@roman_moshensky,0,0,0,0,0,1,0,0,0,0,4
6851,@Cheterbukh,1,0,0,0,0,0,0,0,0,0,2
6854,@Simple_AleXx,0,1,0,0,0,0,0,0,0,0,0
6855,@markjonua,1,0,0,0,0,0,0,0,0,0,2
6856,@GlaODem2017,0,0,0,0,0,0,0,0,1,0,8
6859,@nrastrology,1,0,0,0,0,0,0,0,0,0,2
6860,@Natashamoskvin,0,1,0,0,0,0,0,0,0,0,0
6861,@Catobuss,0,0,0,1,0,0,0,0,0,0,6
6862,@_AndreyTarabrin,0,1,0,0,0,0,0,0,0,0,0
6865,@Adv_Prokofiev,0,0,0,1,0,0,0,0,0,0,6
6866,@speakerru,0,0,0,0,0,1,0,0,0,0,4
6867,@grigoale,0,0,0,0,0,0,0,0,1,0,8
6868,@FedorMk,0,0,0,0,0,0,0,1,0,0,5
6869,@andreyussr1922,0,0,0,0,0,0,0,0,1,0,8
6871,@BarinowaaAlenka,0,0,0,1,0,0,0,0,0,0,6
6872,@alexnazarenko,1,0,0,0,0,0,0,0,0,0,2
6873,@pershikatya2001,0,1,0,0,0,0,0,0,0,0,0
6874,@Ullbee,0,1,0,0,0,0,0,0,0,0,0
6875,@unknown66artist,0,0,0,0,1,0,0,0,0,0,1
6876,@cortorcchh,0,0,1,0,0,0,0,0,0,0,3
6877,@LekkerBlitch,1,0,0,0,0,0,0,0,0,0,2
6878,@lune_phobia,0,0,1,0,0,0,0,0,0,0,3
6881,@garry_gagarin,0,0,0,0,1,0,0,0,0,0,1
6882,@NMustapinova,0,0,0,0,1,0,0,0,0,0,1
6886,@zhaslankerey,0,0,0,0,0,1,0,0,0,0,4
6888,@miau_jane,0,1,0,0,0,0,0,0,0,0,0
6889,@meta_agency,0,0,0,0,0,1,0,0,0,0,4
6890,@Roman8581,0,0,0,0,1,0,0,0,0,0,1
6891,@chadacynski,0,0,0,0,0,1,0,0,0,0,4
6892,@shmax81,1,0,0,0,0,0,0,0,0,0,2
6893,@lGyZtQUDz3IXeRW,0,1,0,0,0,0,0,0,0,0,0
6894,@SbXRyA2Of90DrnX,0,0,0,0,1,0,0,0,0,0,1
6895,@saintconverse,1,0,0,0,0,0,0,0,0,0,2
6896,@StepDiman,0,0,1,0,0,0,0,0,0,0,3
6897,@GideonSverdlov,0,1,0,0,0,0,0,0,0,0,0
6899,@ElizabethNacht2,0,1,0,0,0,0,0,0,0,0,0
6901,@Liliya_Nazmu,0,1,0,0,0,0,0,0,0,0,0
6903,@nvworld,0,0,0,1,0,0,0,0,0,0,6
6904,@naty4ryabina,0,0,1,0,0,0,0,0,0,0,3
6905,@JuriiSmirnov,0,1,0,0,0,0,0,0,0,0,0
6907,@elnurrik3,1,0,0,0,0,0,0,0,0,0,2
6908,@justano60249256,0,1,0,0,0,0,0,0,0,0,0
6909,@radiozelenograd,1,0,0,0,0,0,0,0,0,0,2
6910,@GarciaDeny,0,0,1,0,0,0,0,0,0,0,3
6911,@Softowik,1,0,0,0,0,0,0,0,0,0,2
6912,@KSENIATURBOVA,0,0,0,1,0,0,0,0,0,0,6
6915,@Grillushka,0,1,0,0,0,0,0,0,0,0,0
6917,@DoshiG6,0,0,0,0,0,0,0,1,0,0,5
6918,@buyanovarimma,0,0,0,1,0,0,0,0,0,0,6
6919,@Dances_Swan,0,0,0,0,0,0,0,1,0,0,5
6923,@Gul41051374,1,0,0,0,0,0,0,0,0,0,2
6925,@_lgbt_unicorns,0,0,0,0,0,1,0,0,0,0,4
6926,@DcMicross,0,1,0,0,0,0,0,0,0,0,0
6927,@OtpuskZwezda,0,0,0,0,0,1,0,0,0,0,4
6929,@MGER_BGO,1,0,0,0,0,0,0,0,0,0,2
6932,@domozhirovaolga,0,0,0,0,0,1,0,0,0,0,4
6934,@Gelunka,1,0,0,0,0,0,0,0,0,0,2
6938,@antondronov41,0,0,1,0,0,0,0,0,0,0,3
6940,@IYCDFkhc0fsuQ4V,1,0,0,0,0,0,0,0,0,0,2
6941,@covid19analist,1,0,0,0,0,0,0,0,0,0,2
6942,@TELE_FEEL,0,1,0,0,0,0,0,0,0,0,0
6945,@kmller381,0,1,0,0,0,0,0,0,0,0,0
6947,@Bethornonly,0,0,0,0,0,0,0,1,0,0,5
6950,@mighty_shield,0,0,1,0,0,0,0,0,0,0,3
6951,@shahvv,0,0,0,0,0,1,0,0,0,0,4
6953,@DeadUkraine,1,0,0,0,0,0,0,0,0,0,2
6955,@zyablikboom,0,0,0,0,1,0,0,0,0,0,1
6956,@Caupho,0,0,0,0,0,0,0,0,0,1,9
6957,@aleksandrlarki,0,0,0,1,0,0,0,0,0,0,6
6960,@djalexkoks,0,0,1,0,0,0,0,0,0,0,3
6961,@hammmiak,0,1,0,0,0,0,0,0,0,0,0
6964,@pavelnetanelleb,1,0,0,0,0,0,0,0,0,0,2
6965,@deportament_dna,0,1,0,0,0,0,0,0,0,0,0
6966,@friandz0ne,0,0,0,1,0,0,0,0,0,0,6
6967,@rish_mish,0,0,0,0,1,0,0,0,0,0,1
6968,@xander__d,1,0,0,0,0,0,0,0,0,0,2
6970,@DaniilShev77,0,0,0,1,0,0,0,0,0,0,6
6971,@JonetTV,0,0,0,0,1,0,0,0,0,0,1
6972,@Tretyushka,0,0,0,1,0,0,0,0,0,0,6
6976,@DrShus,0,1,0,0,0,0,0,0,0,0,0
6977,@EscortByuro,0,1,0,0,0,0,0,0,0,0,0
6979,@ConsolatoRusso,0,0,0,0,1,0,0,0,0,0,1
6980,@A44Market,1,0,0,0,0,0,0,0,0,0,2
6981,@Mostinkovich,0,0,1,0,0,0,0,0,0,0,3
6983,@nortasha_owo,0,1,0,0,0,0,0,0,0,0,0
6985,@AKotovitch,0,1,0,0,0,0,0,0,0,0,0
6986,@drug_z,0,0,1,0,0,0,0,0,0,0,3
6987,@soil_pbcras,0,0,0,1,0,0,0,0,0,0,6
6989,@DrunkAlienCat,0,0,0,1,0,0,0,0,0,0,6
6990,@mmorozik_,0,0,0,0,1,0,0,0,0,0,1
6991,@HungryVovka,0,1,0,0,0,0,0,0,0,0,0
6992,@13darya666_,1,0,0,0,0,0,0,0,0,0,2
6993,@stnm44,1,0,0,0,0,0,0,0,0,0,2
6994,@manowaroff,0,0,0,0,0,0,0,0,1,0,8
6998,@Alinenok_dibil,0,0,0,0,1,0,0,0,0,0,1
6999,@AlexeyVtorov,1,0,0,0,0,0,0,0,0,0,2
7000,@Pan_Antosha,0,1,0,0,0,0,0,0,0,0,0
7001,@KontrolKiev,0,0,1,0,0,0,0,0,0,0,3
7002,@Inri89281306,1,0,0,0,0,0,0,0,0,0,2
7004,@sasai_dazai,0,0,0,1,0,0,0,0,0,0,6
7005,@Nemanov_Roman,1,0,0,0,0,0,0,0,0,0,2
7007,@CryptoMoon15,1,0,0,0,0,0,0,0,0,0,2
7008,@polinashuma,0,1,0,0,0,0,0,0,0,0,0
7011,@raduga_enota,0,1,0,0,0,0,0,0,0,0,0
7012,@cmtarus,0,0,0,1,0,0,0,0,0,0,6
7014,@zergerilyas,0,0,0,1,0,0,0,0,0,0,6
7015,@lannnika,0,1,0,0,0,0,0,0,0,0,0
7016,@mnene13bitch,0,0,1,0,0,0,0,0,0,0,3
7018,@David_Bokychava,0,0,0,1,0,0,0,0,0,0,6
7019,@NBAIIIKA,1,0,0,0,0,0,0,0,0,0,2
7020,@SdelkaRA,0,1,0,0,0,0,0,0,0,0,0
7021,@RenatHabibov,0,0,0,0,0,1,0,0,0,0,4
7022,@UA4CC,0,0,0,1,0,0,0,0,0,0,6
7024,@guseva___zhenya,0,0,1,0,0,0,0,0,0,0,3
7025,@Profilaktika73,0,1,0,0,0,0,0,0,0,0,0
7026,@NiZorin,0,0,0,0,1,0,0,0,0,0,1
7027,@alco_pig,1,0,0,0,0,0,0,0,0,0,2
7031,@alexxiy,0,1,0,0,0,0,0,0,0,0,0
7039,@gip00,0,0,0,0,0,0,1,0,0,0,7
7040,@inJ9wOmAogpjHYH,0,0,0,0,1,0,0,0,0,0,1
7043,@vaudren,1,0,0,0,0,0,0,0,0,0,2
7044,@Skyfucker_Wang,0,0,0,1,0,0,0,0,0,0,6
7046,@WideQnA,0,0,0,0,1,0,0,0,0,0,1
7047,@mevrouw_a_,0,0,0,1,0,0,0,0,0,0,6
7049,@ShuxaO,0,1,0,0,0,0,0,0,0,0,0
7050,@vavrishchuk,0,0,0,0,1,0,0,0,0,0,1
7051,@DmitryBasharov,0,0,0,0,0,0,0,1,0,0,5
7052,@burlakov_one,0,0,1,0,0,0,0,0,0,0,3
7055,@mariamatthew_,0,0,0,0,0,0,0,0,1,0,8
7056,@16_Shots_,0,0,0,0,0,0,0,0,0,1,9
7058,@NSP_Wellness,1,0,0,0,0,0,0,0,0,0,2
7060,@den_is_smirnov,1,0,0,0,0,0,0,0,0,0,2
7061,@sergeyvolny,0,0,0,1,0,0,0,0,0,0,6
7062,@zolotenkko,0,1,0,0,0,0,0,0,0,0,0
7064,@erokha3,1,0,0,0,0,0,0,0,0,0,2
7065,@geosfera4,0,0,0,0,0,0,0,1,0,0,5
7066,@VostokTc,0,0,0,0,0,0,0,0,1,0,8
7069,@hroft80,0,0,0,0,0,0,0,1,0,0,5
7070,@solodka_yagoda,0,0,0,1,0,0,0,0,0,0,6
7071,@_donot_care,0,1,0,0,0,0,0,0,0,0,0
7072,@Skyscanner_Ru,1,0,0,0,0,0,0,0,0,0,2
7074,@_Go_lu_b,0,1,0,0,0,0,0,0,0,0,0
7075,@whiteback16,0,1,0,0,0,0,0,0,0,0,0
7076,@ABC_Olorm,0,1,0,0,0,0,0,0,0,0,0
7079,@sokolinka_vao_m,0,0,1,0,0,0,0,0,0,0,3
7080,@VRO_LDPR33,1,0,0,0,0,0,0,0,0,0,2
7081,@leusenko1,0,0,0,0,1,0,0,0,0,0,1
7082,@Anuta626,1,0,0,0,0,0,0,0,0,0,2
7083,@Dolce_Femina,0,0,0,0,0,0,0,1,0,0,5
7087,@Sp1ceB,1,0,0,0,0,0,0,0,0,0,2
7088,@leV0ZuuXqAIyh4d,0,0,1,0,0,0,0,0,0,0,3
7090,@iamfandombitch,0,0,0,0,1,0,0,0,0,0,1
7091,@staspoz,0,0,0,0,1,0,0,0,0,0,1
7092,@JJ49853158,0,0,0,0,0,0,1,0,0,0,7
7093,@rizvan82,0,0,0,0,0,0,0,1,0,0,5
7094,@datsygankov,0,0,0,0,0,0,0,1,0,0,5
7095,@Vuska009,0,1,0,0,0,0,0,0,0,0,0
7096,@kvushahtyru,1,0,0,0,0,0,0,0,0,0,2
7098,@DortonGoth,0,0,1,0,0,0,0,0,0,0,3
7099,@ShpitsaArtVal,0,1,0,0,0,0,0,0,0,0,0
7100,@baelgrou,0,0,1,0,0,0,0,0,0,0,3
7101,@rusenergyweek,0,0,1,0,0,0,0,0,0,0,3
7102,@kozhevniksergey,0,1,0,0,0,0,0,0,0,0,0
7104,@july_pantera,1,0,0,0,0,0,0,0,0,0,2
7107,@verstkapro,0,0,0,0,1,0,0,0,0,0,1
7108,@lcrstalker,0,0,0,0,0,1,0,0,0,0,4
7110,@kzcoronavirus,0,0,1,0,0,0,0,0,0,0,3
7111,@svflrn,0,0,0,0,0,0,1,0,0,0,7
7112,@ira_polennikova,1,0,0,0,0,0,0,0,0,0,2
7114,@Hramushkin,1,0,0,0,0,0,0,0,0,0,2
7115,@ZeroZombie1001,1,0,0,0,0,0,0,0,0,0,2
7116,@FinGopnik,1,0,0,0,0,0,0,0,0,0,2
7118,@Fiora_Fiora_,0,0,1,0,0,0,0,0,0,0,3
7120,@neikay_,0,0,0,0,0,0,0,0,0,1,9
7122,@Treshhkontent,0,1,0,0,0,0,0,0,0,0,0
7125,@gazetayuzha,0,1,0,0,0,0,0,0,0,0,0
7126,@NaHvosteRu,0,1,0,0,0,0,0,0,0,0,0
7128,@sergei_lavrov,0,0,0,1,0,0,0,0,0,0,6
7132,@KAPUSTININTA,0,0,0,0,0,0,0,0,1,0,8
7133,@Ivaschenko48,0,1,0,0,0,0,0,0,0,0,0
7136,@hypersn0w,0,0,0,1,0,0,0,0,0,0,6
7137,@komnatniy,0,1,0,0,0,0,0,0,0,0,0
7138,@mger_podolsk,1,0,0,0,0,0,0,0,0,0,2
7139,@lirabezpiva,0,1,0,0,0,0,0,0,0,0,0
7140,@_squonk__,0,1,0,0,0,0,0,0,0,0,0
7141,@WhoIsKoen,0,0,0,0,0,0,0,1,0,0,5
7142,@Rastma777,0,0,0,0,1,0,0,0,0,0,1
7143,@goldenfritter,0,0,0,0,0,0,0,0,1,0,8
7145,@RichVodkin,0,1,0,0,0,0,0,0,0,0,0
7146,@usatyi_mysh,0,1,0,0,0,0,0,0,0,0,0
7147,@doshch,0,0,0,0,0,1,0,0,0,0,4
7148,@oskonbaev17,0,0,0,1,0,0,0,0,0,0,6
7149,@byuui1,0,0,0,0,0,0,0,1,0,0,5
7150,@milomiomio,0,0,0,0,1,0,0,0,0,0,1
7151,@Volidol3,0,0,0,0,1,0,0,0,0,0,1
7152,@kirillagarkov,0,1,0,0,0,0,0,0,0,0,0
7153,@Walkingbird12,0,0,0,0,0,0,0,1,0,0,5
7154,@nata_karasieva,0,0,0,1,0,0,0,0,0,0,6
7156,@USEmbBy,0,0,0,0,1,0,0,0,0,0,1
7157,@DarkEssence1,0,0,0,0,1,0,0,0,0,0,1
7159,@otets_syna2014,0,0,0,1,0,0,0,0,0,0,6
